Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP100165,Malappuram,Manjeri,Semi-Urban,Independent House,2370,3,3,2,2,Semi-Furnished,2,2.5,Local Road,No,9350000,4300,Research-informed synthetic estimate
KHP100166,Ernakulam,Kizhakkambalam,Semi-Urban,Independent House,829,2,2,18,0,Fully Furnished,0,1.4,Main Road,No,3780000,4700,Research-informed synthetic estimate
KHP100167,Kollam,Chathannoor,Rural,Villa,2026,1,1,9,1,Semi-Furnished,0,6.3,Main Road,Yes,5350000,3200,Research-informed synthetic estimate
KHP100168,Kannur,Mattannur,Semi-Urban,Independent House,1237,1,1,16,1,Fully Furnished,2,4.0,Narrow Road,No,3540000,3400,Research-informed synthetic estimate
KHP100169,Alappuzha,Alappuzha Town,Urban,Villa,1012,2,2,14,1,Fully Furnished,1,2.6,Main Road,No,6820000,6000,Research-informed synthetic estimate
KHP100170,Kottayam,Vaikom,Rural,Independent House,3978,6,5,9,0,Unfurnished,1,5.3,Main Road,No,13170000,3500,Research-informed synthetic estimate
KHP100171,Palakkad,Palakkad Town,Urban,Independent House,3998,5,5,5,1,Unfurnished,1,4.0,Narrow Road,No,13080000,3900,Research-informed synthetic estimate
KHP100172,Malappuram,Malappuram Town,Urban,Residential Plot,1558,3,2,28,0,Semi-Furnished,1,2.6,Main Road,No,5040000,4400,Research-informed synthetic estimate
KHP100173,Idukki,Adimali,Semi-Urban,Apartment,3544,5,5,11,0,Fully Furnished,6,5.3,Highway Access,No,14360000,3000,Research-informed synthetic estimate
KHP100174,Palakkad,Shoranur,Semi-Urban,Independent House,931,2,2,8,1,Semi-Furnished,2,4.7,Highway Access,Yes,3350000,3100,Research-informed synthetic estimate
KHP100175,Kollam,Kavanad,Rural,Independent House,1593,2,2,21,0,Semi-Furnished,0,2.0,Local Road,No,5680000,5000,Research-informed synthetic estimate
KHP100176,Malappuram,Parappanangadi,Semi-Urban,Residential Plot,1786,3,3,10,1,Semi-Furnished,0,6.2,Main Road,Yes,6830000,3600,Research-informed synthetic estimate
KHP100177,Pathanamthitta,Mallappally,Rural,Residential Plot,3880,5,5,8,1,Unfurnished,1,9.5,Main Road,No,9780000,3000,Research-informed synthetic estimate
KHP100178,Wayanad,Panamaram,Rural,Independent House,847,1,1,15,1,Semi-Furnished,0,8.0,Narrow Road,No,1630000,2900,Research-informed synthetic estimate
KHP100179,Malappuram,Kottakkal,Semi-Urban,Residential Plot,1006,1,1,20,0,Unfurnished,0,3.4,Main Road,No,2690000,4400,Research-informed synthetic estimate
KHP100180,Thrissur,Ayyanthole,Semi-Urban,Apartment,3336,6,5,15,3,Semi-Furnished,5,8.4,Local Road,No,15020000,5000,Research-informed synthetic estimate
KHP100181,Thrissur,Kodungallur,Semi-Urban,Villa,1963,4,4,26,1,Unfurnished,2,7.3,Narrow Road,No,5430000,3600,Research-informed synthetic estimate
KHP100182,Idukki,Munnar,Rural,Independent House,1783,4,4,9,3,Unfurnished,0,1.2,Narrow Road,Yes,9980000,6500,Research-informed synthetic estimate
KHP100183,Kottayam,Changanassery,Rural,Apartment,2394,4,4,22,0,Semi-Furnished,3,4.8,Local Road,Yes,7410000,4300,Research-informed synthetic estimate
KHP100184,Kottayam,Pala,Semi-Urban,Residential Plot,3160,5,5,11,2,Unfurnished,0,7.9,Highway Access,Yes,12090000,4200,Research-informed synthetic estimate
KHP100185,Kollam,Punalur,Rural,Villa,3663,6,5,15,0,Semi-Furnished,0,11.9,Local Road,No,9040000,3000,Research-informed synthetic estimate
KHP100186,Palakkad,Pattambi,Rural,Villa,2796,3,3,12,0,Unfurnished,2,5.8,Main Road,No,6470000,3000,Research-informed synthetic estimate
KHP100187,Palakkad,Ottapalam,Semi-Urban,Independent House,1674,3,2,16,1,Fully Furnished,1,2.8,Narrow Road,No,5120000,3200,Research-informed synthetic estimate
KHP100188,Thrissur,Thrissur Town,Urban,Residential Plot,1165,1,1,13,0,Unfurnished,0,5.7,Main Road,No,4240000,5000,Research-informed synthetic estimate
KHP100189,Ernakulam,Pukkattupady,Semi-Urban,Villa,4020,6,5,0,0,Semi-Furnished,1,2.3,Highway Access,Yes,23960000,4700,Research-informed synthetic estimate
KHP100190,Kollam,Kavanad,Semi-Urban,Villa,1925,2,2,30,1,Unfurnished,0,11.9,Local Road,Yes,7170000,5000,Research-informed synthetic estimate
KHP100191,Kozhikode,Chevayur,Semi-Urban,Independent House,2983,4,4,1,1,Unfurnished,1,5.3,Main Road,Yes,16450000,4700,Research-informed synthetic estimate
KHP100192,Idukki,Adimali,Rural,Independent House,1609,2,2,11,1,Fully Furnished,1,3.6,Main Road,No,4370000,3000,Research-informed synthetic estimate
KHP100193,Kottayam,Vaikom,Semi-Urban,Villa,1180,3,3,16,0,Unfurnished,0,1.0,Highway Access,No,4410000,3500,Research-informed synthetic estimate
KHP100194,Kottayam,Changanassery,Semi-Urban,Independent House,2264,4,4,8,2,Unfurnished,0,5.2,Narrow Road,No,8630000,4300,Research-informed synthetic estimate
KHP100195,Idukki,Painavu,Rural,Independent House,2496,4,4,22,0,Semi-Furnished,0,2.6,Main Road,No,5250000,2600,Research-informed synthetic estimate
KHP100196,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Residential Plot,2600,4,4,12,0,Semi-Furnished,0,1.4,Main Road,No,15050000,6800,Research-informed synthetic estimate
KHP100197,Kottayam,Changanassery,Semi-Urban,Independent House,1923,3,2,25,0,Unfurnished,2,1.3,Local Road,No,7290000,4300,Research-informed synthetic estimate
KHP100198,Kollam,Kottarakkara,Semi-Urban,Apartment,1903,3,3,16,2,Semi-Furnished,3,14.1,Local Road,No,5130000,3400,Research-informed synthetic estimate
KHP100199,Thrissur,Naikkanal,Semi-Urban,Independent House,2275,4,4,7,0,Unfurnished,2,9.1,Narrow Road,No,9200000,5300,Research-informed synthetic estimate
KHP100200,Kozhikode,Vellayil,Rural,Apartment,2346,3,2,5,2,Unfurnished,1,11.1,Local Road,No,12660000,7100,Research-informed synthetic estimate
KHP100201,Thiruvananthapuram,Nedumangad,Semi-Urban,Independent House,3189,4,4,30,0,Unfurnished,0,0.5,Narrow Road,No,7850000,3600,Research-informed synthetic estimate
KHP100202,Ernakulam,Chottanikkara,Semi-Urban,Apartment,1495,2,2,18,0,Semi-Furnished,3,2.5,Local Road,No,4910000,4200,Research-informed synthetic estimate
KHP100203,Alappuzha,Cherthala,Semi-Urban,Villa,3037,6,5,8,2,Semi-Furnished,2,5.1,Narrow Road,Yes,15270000,4700,Research-informed synthetic estimate
KHP100204,Kasaragod,Kanhangad,Semi-Urban,Villa,1008,2,2,15,0,Semi-Furnished,2,5.8,Main Road,No,3200000,3500,Research-informed synthetic estimate
KHP100205,Ernakulam,Chottanikkara,Rural,Residential Plot,1122,2,2,10,1,Unfurnished,2,4.2,Local Road,No,2700000,4200,Research-informed synthetic estimate
KHP100206,Kasaragod,Kanhangad,Semi-Urban,Independent House,3942,6,5,29,3,Unfurnished,0,4.1,Local Road,No,12120000,3500,Research-informed synthetic estimate
KHP100207,Kollam,Kollam Town,Urban,Independent House,3710,5,5,18,1,Semi-Furnished,2,1.1,Local Road,No,20030000,4800,Research-informed synthetic estimate
KHP100208,Kasaragod,Kasaragod Town,Urban,Independent House,3646,5,5,5,3,Semi-Furnished,1,13.9,Main Road,No,13260000,3600,Research-informed synthetic estimate
KHP100209,Kozhikode,Ramanattukara,Rural,Villa,3206,6,5,16,2,Unfurnished,1,3.3,Local Road,No,10920000,3900,Research-informed synthetic estimate
KHP100210,Kottayam,Manarcadu,Rural,Independent House,3232,5,5,21,1,Semi-Furnished,2,5.6,Main Road,No,10810000,3600,Research-informed synthetic estimate
KHP100211,Thrissur,Kuttanellur,Rural,Independent House,3564,4,4,27,0,Unfurnished,1,6.6,Local Road,No,14440000,5500,Research-informed synthetic estimate
KHP100212,Kollam,Punalur,Rural,Independent House,3902,6,5,29,0,Semi-Furnished,1,6.2,Narrow Road,No,7850000,3000,Research-informed synthetic estimate
KHP100213,Kozhikode,Chevarambalam,Semi-Urban,Apartment,4130,6,5,13,2,Semi-Furnished,5,3.9,Narrow Road,No,23540000,6300,Research-informed synthetic estimate
KHP100214,Kollam,Chinnakada,Urban,Apartment,2820,5,5,17,1,Unfurnished,3,7.7,Local Road,No,11850000,5000,Research-informed synthetic estimate
KHP100215,Malappuram,Manjeri,Semi-Urban,Residential Plot,3497,5,5,2,1,Unfurnished,0,1.9,Local Road,No,11440000,4300,Research-informed synthetic estimate
KHP100216,Idukki,Kattappana,Semi-Urban,Apartment,988,2,1,16,3,Unfurnished,7,9.7,Narrow Road,No,2130000,3000,Research-informed synthetic estimate
KHP100217,Thiruvananthapuram,Kazhakoottam,Semi-Urban,Apartment,785,2,1,21,2,Semi-Furnished,1,3.0,Main Road,No,5240000,6800,Research-informed synthetic estimate
KHP100218,Palakkad,Ottapalam,Semi-Urban,Independent House,1557,2,2,13,2,Fully Furnished,1,4.3,Main Road,No,5100000,3200,Research-informed synthetic estimate
KHP100219,Malappuram,Nilambur,Rural,Independent House,3584,6,5,15,0,Unfurnished,1,3.1,Local Road,Yes,13140000,3300,Research-informed synthetic estimate
KHP100220,Kasaragod,Bekal,Semi-Urban,Independent House,4159,6,5,16,2,Unfurnished,2,2.9,Narrow Road,Yes,16820000,4200,Research-informed synthetic estimate
KHP100221,Thiruvananthapuram,Kowdiar,Urban,Villa,3783,6,5,23,0,Unfurnished,0,4.5,Main Road,No,36590000,9000,Research-informed synthetic estimate
KHP100222,Wayanad,Mananthavady,Semi-Urban,Independent House,1995,4,4,21,0,Unfurnished,2,2.3,Local Road,No,5700000,3400,Research-informed synthetic estimate
KHP100223,Idukki,Thodupuzha,Semi-Urban,Apartment,753,1,1,12,1,Unfurnished,4,1.7,Narrow Road,No,2650000,3900,Research-informed synthetic estimate
KHP100224,Idukki,Adimali,Semi-Urban,Independent House,1674,2,2,27,0,Semi-Furnished,0,4.9,Local Road,No,3890000,3000,Research-informed synthetic estimate
KHP100225,Pathanamthitta,Konni,Rural,Independent House,2464,4,4,29,0,Fully Furnished,2,6.0,Highway Access,No,7390000,2900,Research-informed synthetic estimate
KHP100226,Malappuram,Manjeri,Semi-Urban,Independent House,748,2,2,25,2,Unfurnished,1,10.3,Local Road,Yes,2090000,4300,Research-informed synthetic estimate
KHP100227,Thiruvananthapuram,Sreekaryam,Rural,Apartment,2382,4,4,29,1,Unfurnished,3,0.8,Main Road,No,10470000,6200,Research-informed synthetic estimate
KHP100228,Ernakulam,Palarivattom,Urban,Apartment,2926,5,5,0,1,Unfurnished,6,6.4,Local Road,No,26460000,7500,Research-informed synthetic estimate
KHP100229,Palakkad,Shoranur,Semi-Urban,Villa,3336,6,5,17,0,Semi-Furnished,0,8.5,Narrow Road,No,9880000,3100,Research-informed synthetic estimate
KHP100230,Kannur,Sreekandapuram,Rural,Independent House,2528,4,4,11,3,Semi-Furnished,0,1.3,Narrow Road,No,5910000,2900,Research-informed synthetic estimate
KHP100231,Ernakulam,Marine Drive,Urban,Residential Plot,3409,5,5,0,0,Semi-Furnished,0,4.8,Highway Access,Yes,56000000,12500,Research-informed synthetic estimate
KHP100232,Idukki,Painavu,Rural,Independent House,1388,3,3,9,1,Unfurnished,1,3.5,Main Road,Yes,3310000,2600,Research-informed synthetic estimate
KHP100233,Kannur,Sreekandapuram,Rural,Apartment,915,1,1,15,0,Fully Furnished,2,3.4,Local Road,No,2110000,2900,Research-informed synthetic estimate
KHP100234,Kannur,Thottada,Semi-Urban,Independent House,940,2,2,14,0,Semi-Furnished,2,2.3,Local Road,No,3360000,4200,Research-informed synthetic estimate
KHP100235,Palakkad,Mannarkkad,Rural,Apartment,3492,5,5,14,2,Unfurnished,7,4.0,Narrow Road,No,8710000,2800,Research-informed synthetic estimate
KHP100236,Idukki,Painavu,Rural,Villa,2701,4,4,15,0,Unfurnished,2,5.7,Highway Access,No,7140000,2600,Research-informed synthetic estimate
KHP100237,Pathanamthitta,Konni,Rural,Villa,3796,5,5,4,0,Semi-Furnished,0,2.2,Main Road,No,15610000,2900,Research-informed synthetic estimate
KHP100238,Kannur,Taliparamba,Semi-Urban,Independent House,2147,2,2,10,0,Unfurnished,1,1.1,Narrow Road,No,5670000,3500,Research-informed synthetic estimate
KHP100239,Malappuram,Tirur,Rural,Apartment,1124,2,2,25,0,Unfurnished,1,2.4,Narrow Road,Yes,2860000,4200,Research-informed synthetic estimate
KHP100240,Kasaragod,Uppala,Rural,Apartment,4010,6,5,28,0,Semi-Furnished,1,3.7,Main Road,No,11260000,3000,Research-informed synthetic estimate
KHP100241,Kannur,Sreekandapuram,Rural,Independent House,2948,3,3,24,1,Semi-Furnished,0,7.8,Local Road,No,5900000,2900,Research-informed synthetic estimate
KHP100242,Palakkad,Mannarkkad,Rural,Independent House,1809,3,3,24,1,Fully Furnished,2,4.5,Highway Access,No,4990000,2800,Research-informed synthetic estimate
KHP100243,Thiruvananthapuram,Nedumangad,Semi-Urban,Villa,744,1,1,6,1,Fully Furnished,2,8.2,Main Road,Yes,3090000,3600,Research-informed synthetic estimate
KHP100244,Idukki,Kattappana,Semi-Urban,Independent House,2837,4,3,9,2,Semi-Furnished,0,3.6,Local Road,Yes,9450000,3000,Research-informed synthetic estimate
KHP100245,Ernakulam,Maradu,Semi-Urban,Independent House,933,1,1,11,1,Unfurnished,2,3.7,Local Road,No,5520000,7300,Research-informed synthetic estimate
KHP100246,Pathanamthitta,Ranni,Rural,Apartment,3273,4,4,23,3,Semi-Furnished,2,1.3,Main Road,No,10000000,3000,Research-informed synthetic estimate
KHP100247,Palakkad,Ottapalam,Rural,Independent House,1148,2,2,9,2,Unfurnished,1,4.0,Narrow Road,No,2410000,3200,Research-informed synthetic estimate
KHP100248,Palakkad,Shoranur,Semi-Urban,Villa,3486,6,5,4,1,Fully Furnished,1,7.1,Local Road,Yes,13960000,3100,Research-informed synthetic estimate
KHP100249,Kollam,Kollam Town,Urban,Independent House,1345,3,3,6,2,Unfurnished,1,5.0,Local Road,No,5870000,4800,Research-informed synthetic estimate
KHP100250,Malappuram,Manjeri,Semi-Urban,Independent House,2257,4,3,24,1,Unfurnished,1,4.6,Main Road,No,7670000,4300,Research-informed synthetic estimate
KHP100251,Kozhikode,Cyberpark,Semi-Urban,Independent House,3603,6,5,19,0,Unfurnished,1,6.8,Local Road,No,14990000,5000,Research-informed synthetic estimate
KHP100252,Pathanamthitta,Pandalam,Semi-Urban,Villa,1052,2,1,8,0,Semi-Furnished,1,5.4,Narrow Road,No,3080000,3400,Research-informed synthetic estimate
KHP100253,Kozhikode,Vadakara,Rural,Apartment,3148,6,5,9,0,Unfurnished,1,9.0,Local Road,Yes,21320000,6800,Research-informed synthetic estimate
KHP100254,Ernakulam,Perumbavoor,Semi-Urban,Independent House,3546,5,5,30,2,Fully Furnished,0,2.1,Main Road,No,13660000,3600,Research-informed synthetic estimate
KHP100255,Kollam,Chinnakada,Urban,Villa,2874,5,5,16,1,Semi-Furnished,1,3.4,Main Road,No,18270000,5000,Research-informed synthetic estimate
KHP100256,Kasaragod,Nileshwar,Semi-Urban,Independent House,2979,4,4,26,0,Fully Furnished,1,1.2,Local Road,No,8880000,3200,Research-informed synthetic estimate
KHP100257,Pathanamthitta,Adoor,Semi-Urban,Independent House,3623,6,5,10,2,Unfurnished,1,2.6,Narrow Road,No,12940000,3900,Research-informed synthetic estimate
KHP100258,Thrissur,Irinjalakuda,Semi-Urban,Independent House,1597,2,2,6,1,Semi-Furnished,0,7.3,Local Road,No,5720000,3400,Research-informed synthetic estimate
KHP100259,Pathanamthitta,Ranni,Rural,Independent House,1134,1,1,11,1,Unfurnished,0,3.7,Main Road,No,2660000,3000,Research-informed synthetic estimate
KHP100260,Idukki,Adimali,Semi-Urban,Independent House,3801,6,5,18,1,Fully Furnished,2,7.4,Local Road,No,11920000,3000,Research-informed synthetic estimate
KHP100261,Thrissur,Ayyanthole,Semi-Urban,Independent House,3228,3,3,3,0,Unfurnished,2,1.1,Narrow Road,No,12650000,5000,Research-informed synthetic estimate
KHP100262,Kottayam,Vaikom,Semi-Urban,Villa,2238,3,3,27,1,Unfurnished,2,3.1,Narrow Road,No,5790000,3500,Research-informed synthetic estimate
KHP100263,Palakkad,Palakkad Town,Urban,Independent House,2252,3,3,9,0,Semi-Furnished,2,1.2,Main Road,Yes,10310000,3900,Research-informed synthetic estimate
KHP100264,Wayanad,Sulthan Bathery,Semi-Urban,Apartment,1192,2,1,21,0,Fully Furnished,4,0.9,Local Road,No,4960000,3900,Research-informed synthetic estimate
KHP100265,Kasaragod,Bekal,Semi-Urban,Independent House,2738,4,4,8,2,Fully Furnished,1,4.1,Local Road,Yes,14580000,4200,Research-informed synthetic estimate
KHP100266,Ernakulam,Maradu,Semi-Urban,Villa,883,3,3,1,1,Unfurnished,2,4.8,Local Road,No,6590000,7300,Research-informed synthetic estimate
KHP100267,Palakkad,Shoranur,Semi-Urban,Independent House,3665,6,5,17,2,Fully Furnished,2,5.5,Main Road,No,10940000,3100,Research-informed synthetic estimate
KHP100268,Thiruvananthapuram,Vazhuthacaud,Urban,Apartment,4056,6,5,23,1,Unfurnished,3,4.1,Narrow Road,Yes,30430000,7800,Research-informed synthetic estimate
KHP100269,Thiruvananthapuram,Technopark,Rural,Apartment,2126,2,1,25,1,Semi-Furnished,3,0.8,Main Road,Yes,11010000,7000,Research-informed synthetic estimate
KHP100270,Palakkad,Alathur,Rural,Independent House,2359,3,3,10,1,Unfurnished,0,8.0,Main Road,No,6110000,2900,Research-informed synthetic estimate
KHP100271,Kannur,Thalassery,Semi-Urban,Apartment,2837,5,5,9,2,Semi-Furnished,0,6.2,Local Road,No,12120000,4300,Research-informed synthetic estimate
KHP100272,Malappuram,Tirur,Semi-Urban,Independent House,1532,3,3,21,0,Semi-Furnished,1,0.7,Highway Access,Yes,6320000,4200,Research-informed synthetic estimate
KHP100273,Kannur,Thottada,Semi-Urban,Apartment,2474,4,4,21,0,Unfurnished,2,1.8,Main Road,No,8940000,4200,Research-informed synthetic estimate
KHP100274,Palakkad,Palakkad Town,Urban,Apartment,2791,5,5,5,3,Fully Furnished,6,6.1,Local Road,No,13210000,3900,Research-informed synthetic estimate
KHP100275,Idukki,Adimali,Semi-Urban,Villa,3204,5,5,8,0,Semi-Furnished,2,15.3,Local Road,No,10660000,3000,Research-informed synthetic estimate
KHP100276,Alappuzha,Kayamkulam,Rural,Independent House,2599,4,4,5,0,Unfurnished,0,4.0,Main Road,No,6710000,3600,Research-informed synthetic estimate
KHP100277,Palakkad,Alathur,Rural,Residential Plot,3368,6,5,19,2,Semi-Furnished,2,4.0,Main Road,No,9160000,2900,Research-informed synthetic estimate
KHP100278,Wayanad,Mananthavady,Semi-Urban,Independent House,3945,6,5,17,0,Fully Furnished,0,5.6,Local Road,No,13010000,3400,Research-informed synthetic estimate
KHP100279,Ernakulam,Kakkanad,Semi-Urban,Apartment,2866,4,3,12,2,Unfurnished,6,6.2,Main Road,Yes,18860000,6500,Research-informed synthetic estimate
KHP100280,Kannur,Thottada,Semi-Urban,Apartment,3522,4,4,20,1,Semi-Furnished,5,5.7,Main Road,No,13840000,4200,Research-informed synthetic estimate
KHP100281,Kollam,Kollam Town,Urban,Villa,3078,4,4,19,2,Semi-Furnished,0,0.5,Highway Access,No,19600000,4800,Research-informed synthetic estimate
KHP100282,Kannur,Payyannur,Rural,Residential Plot,2902,4,4,10,0,Fully Furnished,0,5.4,Narrow Road,Yes,7430000,3900,Research-informed synthetic estimate
KHP100283,Thrissur,Chalakudy,Semi-Urban,Independent House,3858,6,5,17,0,Semi-Furnished,1,6.2,Local Road,No,12550000,3900,Research-informed synthetic estimate
KHP100284,Kozhikode,Nellikode,Semi-Urban,Apartment,670,1,1,16,2,Unfurnished,0,0.5,Main Road,Yes,3160000,4500,Research-informed synthetic estimate
KHP100285,Idukki,Adimali,Rural,Independent House,3377,6,5,22,0,Semi-Furnished,2,9.3,Local Road,Yes,8160000,3000,Research-informed synthetic estimate
KHP100286,Kannur,Kannur Town,Urban,Independent House,870,1,1,27,2,Semi-Furnished,1,1.5,Local Road,No,3330000,4500,Research-informed synthetic estimate
KHP100287,Kasaragod,Cheruvathur,Rural,Villa,1411,2,2,2,1,Semi-Furnished,1,3.0,Narrow Road,Yes,4050000,2900,Research-informed synthetic estimate
KHP100288,Kasaragod,Kasaragod Town,Urban,Independent House,3688,5,5,6,0,Unfurnished,0,5.3,Local Road,Yes,14570000,3600,Research-informed synthetic estimate
KHP100289,Thiruvananthapuram,Neyyattinkara,Semi-Urban,Independent House,2451,4,4,28,2,Semi-Furnished,2,1.6,Local Road,No,9490000,4200,Research-informed synthetic estimate
KHP100290,Pathanamthitta,Mallappally,Rural,Apartment,3975,6,5,11,3,Semi-Furnished,5,1.7,Main Road,No,13760000,3000,Research-informed synthetic estimate
KHP100291,Kozhikode,Government Medical College,Urban,Independent House,3963,5,5,24,1,Semi-Furnished,1,5.0,Local Road,No,38130000,9300,Research-informed synthetic estimate
KHP100292,Wayanad,Mananthavady,Semi-Urban,Independent House,3959,6,5,28,0,Semi-Furnished,0,3.6,Local Road,No,12490000,3400,Research-informed synthetic estimate
KHP100293,Idukki,Adimali,Semi-Urban,Villa,1324,2,2,6,0,Semi-Furnished,2,6.4,Narrow Road,No,3960000,3000,Research-informed synthetic estimate
KHP100294,Thrissur,Ayyanthole,Semi-Urban,Independent House,4067,6,5,2,0,Semi-Furnished,1,4.5,Local Road,Yes,22330000,5000,Research-informed synthetic estimate
KHP100295,Alappuzha,Ambalappuzha,Semi-Urban,Residential Plot,3558,5,5,9,0,Unfurnished,1,0.3,Local Road,Yes,10550000,3400,Research-informed synthetic estimate
